Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Political Rally,Morning,20033,Outdoor,20495,37903,4,2026-05-22,7,19.052133,73.064413,1,1,0,1,0,0,1,0,Medium
Major Concert,Night,72694,Indoor,81867,132088,16,2026-08-07,3,18.983714,73.197103,0,1,1,1,1,0,1,1,Medium
Mega Religious Gathering,Evening,746773,Outdoor,455609,298709,3,2026-04-23,53,18.086914,72.594107,0,1,1,1,0,1,1,0,High
Major Concert,Morning,8689,Indoor,9557,9557,2,2026-05-24,6,19.497624,73.508497,1,1,1,1,0,0,0,1,High
Private Function,Night,771,Indoor,1231,2900,4,2026-07-21,6,19.466139,73.67923,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,298,Indoor,603,1712,3,2026-06-17,4,19.19157,72.550152,0,0,0,0,0,0,0,0,Low
Political Rally,Night,10001,Outdoor,11409,15783,4,2026-04-12,4,19.132603,72.988244,1,1,1,1,0,0,1,0,Low
Sports Match,Night,2368,Outdoor,4617,16117,15,2026-08-15,5,19.223743,73.954839,0,0,0,1,0,0,0,0,Low
Sports Match,Night,53609,Outdoor,54895,97778,10,2026-08-28,5,18.074349,72.898721,0,1,1,1,1,0,1,0,Medium
Protest/March,Evening,198377,Outdoor,198377,297565,0,2026-07-14,9,19.421969,73.877629,0,0,1,1,0,1,1,0,High
Political Rally,Night,1448711,Outdoor,1284462,579484,3,2026-06-16,60,19.006457,72.85726,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Afternoon,2208728,Outdoor,1351672,883491,2,2026-08-04,39,19.405815,72.842696,0,1,1,0,0,1,1,0,High
Private Function,Afternoon,1257,Indoor,3465,9828,11,2026-08-19,3,19.279729,73.318744,0,0,0,0,0,0,0,0,Low
Major Concert,Night,24782,Outdoor,25775,36417,5,2026-08-21,5,19.480433,73.711005,1,1,0,1,0,0,1,1,Medium
Major Concert,Morning,30388,Indoor,33301,58411,6,2026-04-24,4,19.005423,72.969731,0,1,1,1,1,0,1,1,Medium
Major Concert,Morning,42181,Outdoor,45991,63136,9,2026-07-10,3,19.182224,73.104877,1,1,0,1,1,0,1,1,Medium
Sports Match,Morning,5898,Outdoor,16834,39111,56,2026-08-07,4,19.386177,72.597422,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,2794,Outdoor,5298,12694,17,2026-07-14,4,18.625228,72.591706,0,1,0,1,0,0,0,0,Low
Mega Religious Gathering,Afternoon,1895308,Outdoor,1137413,758123,1,2026-05-05,15,18.024705,72.795547,0,1,1,1,0,1,1,0,High
Sports Match,Night,8326,Outdoor,22393,61455,74,2026-04-03,3,18.905583,73.628718,0,0,0,1,0,0,1,0,Low
Political Rally,Evening,976683,Outdoor,878064,390673,2,2026-07-14,57,18.718788,72.87856,0,1,1,1,1,0,1,0,High
Private Function,Afternoon,1203,Indoor,2534,7448,8,2026-08-09,6,19.017243,72.733179,0,0,0,0,0,0,0,0,Low
Political Rally,Night,62014,Outdoor,71306,128338,14,2026-09-03,5,19.299022,73.270465,1,1,0,1,1,0,1,0,Medium
Major Concert,Afternoon,62390,Indoor,69813,125231,13,2026-08-16,8,18.062496,73.242214,0,0,1,1,1,0,1,1,Medium
Political Rally,Morning,573762,Outdoor,481204,229504,2,2026-05-13,39,19.22255,72.961202,0,1,1,1,1,0,1,0,High
Political Rally,Night,33260,Indoor,35150,51607,7,2026-07-20,8,19.48162,72.959454,0,0,1,1,1,0,1,0,Medium
Political Rally,Morning,26017,Indoor,31078,49716,6,2026-05-21,4,18.943795,72.596827,0,0,0,1,0,0,1,0,Medium
Major Concert,Night,14657,Indoor,16122,16122,2,2026-07-22,6,19.207222,72.964919,1,1,0,1,0,0,1,1,High
Political Rally,Morning,57150,Outdoor,62797,124731,12,2026-08-28,8,18.93823,72.509816,1,1,1,1,1,0,1,0,Medium
Sports Match,Afternoon,43996,Indoor,48169,66986,9,2026-09-07,7,18.368001,73.089752,0,1,0,1,1,0,1,0,Medium
Private Function,Evening,868,Outdoor,2017,4791,6,2026-08-02,3,19.373309,73.489865,0,1,0,0,0,0,0,0,Low
Private Function,Morning,437,Outdoor,857,2635,3,2026-06-13,6,18.22247,72.75358,0,0,0,0,0,0,0,0,Low
Major Concert,Evening,32735,Outdoor,37430,53217,7,2026-04-18,8,18.087759,72.850564,1,1,1,1,1,0,1,1,Medium
Major Concert,Night,15421,Outdoor,15422,25966,4,2026-07-25,8,18.111343,73.995026,1,0,1,1,0,0,1,1,Medium
Protest/March,Afternoon,369991,Outdoor,369991,554986,0,2026-06-13,4,19.310621,72.545165,0,0,1,1,0,1,1,0,High
Protest/March,Morning,247987,Outdoor,247987,371980,0,2026-04-01,8,19.174547,73.37034,0,0,1,1,0,1,1,0,High
Private Function,Evening,803,Indoor,1887,6775,6,2026-09-02,3,18.113789,72.543911,0,0,0,0,0,0,0,0,Low
Sports Match,Night,1121,Outdoor,2435,7078,8,2026-08-06,4,18.812848,72.694638,0,0,0,1,0,0,0,0,Low
Private Function,Afternoon,291,Indoor,645,2146,3,2026-08-31,2,18.235044,73.250172,0,0,0,0,0,0,1,0,Low
Sports Match,Evening,1508,Outdoor,3604,11103,12,2026-05-11,5,19.009515,72.888717,0,0,0,1,0,0,0,0,Low
Mega Religious Gathering,Morning,2170451,Outdoor,1809146,868180,3,2026-05-29,34,18.601208,73.25274,0,1,1,1,0,1,1,0,High
Protest/March,Afternoon,325982,Outdoor,325982,488973,0,2026-08-21,9,18.099571,73.787331,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,37089,Outdoor,38782,50098,7,2026-07-15,8,19.089333,73.78244,1,0,1,1,1,0,1,0,Medium
Mega Religious Gathering,Evening,2294929,Outdoor,1688214,917971,1,2026-05-09,53,18.038334,73.406497,0,1,0,1,0,1,1,0,High
Major Concert,Night,18029,Indoor,19831,19831,2,2026-07-11,6,18.519893,72.844931,1,1,1,1,0,0,1,1,High
Protest/March,Morning,134666,Outdoor,134666,201999,0,2026-05-16,10,19.349783,72.896712,0,0,1,1,0,1,1,0,High
Major Concert,Morning,15858,Indoor,17443,17443,2,2026-07-14,4,18.376091,73.216777,1,1,1,1,0,0,1,1,High
Sports Match,Night,8680,Outdoor,14669,57712,48,2026-07-19,4,18.976788,73.133909,0,0,0,1,0,0,0,0,Low
Major Concert,Afternoon,6197,Indoor,6816,6816,2,2026-04-07,5,18.414457,73.672292,1,1,1,1,0,0,0,1,High
Private Function,Afternoon,617,Indoor,1669,5818,5,2026-05-24,2,18.487293,72.588878,0,0,0,0,0,0,0,0,Low
Sports Match,Afternoon,75346,Outdoor,77180,95971,15,2026-07-15,7,18.564364,73.973221,0,1,0,1,1,0,1,0,Medium
Private Function,Night,1279,Indoor,3552,10068,11,2026-08-12,3,19.496319,72.780581,0,0,0,0,0,0,1,0,Low
Private Function,Evening,1446,Outdoor,3860,9053,12,2026-08-28,5,19.368324,72.60485,0,0,0,0,0,0,1,0,Low
Private Function,Evening,1133,Outdoor,2501,9304,8,2026-07-28,2,18.472628,73.0098,0,0,0,0,0,0,0,0,Low
Mega Religious Gathering,Afternoon,2299678,Outdoor,1412201,919871,2,2026-04-30,33,18.538234,73.724576,0,1,1,1,0,1,1,0,High
Major Concert,Morning,11333,Indoor,12466,12466,2,2026-07-22,5,19.326244,72.991916,1,1,1,1,0,0,1,1,High
Private Function,Afternoon,537,Outdoor,957,2855,3,2026-09-12,3,19.450824,72.947623,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,67920,Outdoor,71279,110141,14,2026-07-02,4,18.799039,73.637581,1,1,1,1,1,0,1,1,Medium
Political Rally,Morning,48853,Outdoor,56292,102176,11,2026-08-27,7,19.390421,73.796832,0,0,1,1,1,0,1,0,Medium
Sports Match,Morning,4716,Outdoor,12163,34413,40,2026-06-27,3,18.082296,73.162934,0,1,0,1,0,0,1,0,Low
Sports Match,Morning,8137,Outdoor,14133,28434,47,2026-04-08,2,18.731531,73.284661,0,0,0,1,0,0,1,0,Low
Major Concert,Night,9321,Indoor,10253,10253,2,2026-07-05,3,18.306617,72.868541,1,1,0,1,0,0,0,1,High
Major Concert,Afternoon,5426,Indoor,5968,5968,2,2026-04-10,5,18.094296,73.614203,1,1,1,1,0,0,0,1,High
Political Rally,Afternoon,30479,Outdoor,36001,71653,7,2026-06-10,3,19.355831,72.807939,1,1,1,1,1,0,1,0,Medium
Major Concert,Night,9503,Indoor,10453,10453,2,2026-08-08,3,19.133305,72.617374,1,1,1,1,0,0,0,1,High
Political Rally,Evening,51824,Indoor,54377,85800,10,2026-07-04,4,18.085186,73.887498,0,1,0,1,1,0,1,0,Medium
Sports Match,Afternoon,11106,Outdoor,11636,19122,4,2026-06-10,6,18.26043,73.451814,0,1,1,1,0,0,1,0,Medium
Major Concert,Evening,14465,Outdoor,15719,19726,4,2026-04-12,3,18.787918,73.533631,0,1,1,1,0,0,1,1,Medium
Private Function,Morning,783,Outdoor,2051,7796,6,2026-05-11,3,19.10026,72.730623,0,0,0,0,0,0,1,0,Low
Political Rally,Night,1957085,Outdoor,1594678,782834,3,2026-08-29,39,18.877523,73.806325,0,1,1,1,1,0,1,0,High
Sports Match,Night,3492,Outdoor,8285,19155,27,2026-04-17,6,18.762176,72.613793,0,0,0,1,0,0,1,0,Low
Major Concert,Evening,19673,Indoor,21640,21640,2,2026-09-12,3,18.499139,73.867446,1,1,1,1,0,0,1,1,High
Protest/March,Afternoon,384955,Outdoor,384955,577432,0,2026-04-22,7,18.416514,73.305899,0,0,1,1,0,1,1,0,High
Sports Match,Morning,8200,Outdoor,13391,42589,44,2026-08-23,4,19.322729,73.141435,0,0,0,1,0,0,0,0,Low
Major Concert,Evening,15796,Indoor,17375,17375,2,2026-07-04,3,18.395438,73.192151,1,1,1,0,0,0,1,1,High
Mega Religious Gathering,Night,1776002,Outdoor,1498350,710400,3,2026-04-20,62,18.577953,73.550598,0,1,1,1,0,1,1,0,High
Sports Match,Evening,58516,Indoor,63450,80763,12,2026-08-02,5,18.774647,73.454684,0,1,0,1,1,0,1,0,Medium
Private Function,Morning,449,Indoor,787,2797,3,2026-08-21,2,18.348486,73.140015,0,0,0,0,0,0,1,0,Low
Protest/March,Afternoon,156922,Outdoor,156922,235383,0,2026-04-13,9,18.639767,72.632452,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,76474,Outdoor,87926,167276,17,2026-08-14,7,19.283309,73.642377,0,1,1,1,1,0,1,1,Medium
Political Rally,Evening,52960,Indoor,59439,116416,11,2026-04-30,3,18.498614,73.26734,0,1,0,1,1,0,1,0,Medium
Major Concert,Afternoon,23908,Indoor,28248,40836,5,2026-06-14,3,19.095276,72.504871,0,1,1,1,0,0,1,1,Medium
Political Rally,Night,40482,Outdoor,40574,65886,8,2026-05-23,4,19.436346,73.365164,0,1,0,1,1,0,1,0,Medium
Sports Match,Evening,1200,Outdoor,2952,10957,9,2026-05-12,2,18.582603,72.650892,0,0,0,1,0,0,1,0,Low
Sports Match,Night,3901,Outdoor,6128,12665,20,2026-08-29,2,18.623072,72.706122,0,0,0,1,0,0,1,0,Low
Major Concert,Afternoon,46328,Indoor,48464,59171,9,2026-08-01,5,18.574814,73.567905,0,1,1,1,1,0,1,1,Medium
Sports Match,Night,70204,Indoor,80652,109335,16,2026-06-07,5,18.232315,73.440037,0,0,1,1,1,0,1,0,Medium
Political Rally,Morning,40446,Outdoor,43614,63041,8,2026-06-22,5,18.556226,73.964375,1,1,0,1,1,0,1,0,Low
Private Function,Morning,62,Outdoor,177,517,3,2026-05-29,6,19.293259,73.273874,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Night,2315589,Outdoor,1630900,926235,2,2026-08-11,65,19.264137,73.302506,0,1,1,1,0,1,1,0,High
Private Function,Morning,1055,Indoor,2598,6411,8,2026-04-26,4,18.236306,73.41407,0,0,0,0,0,0,0,0,Low
Sports Match,Evening,36844,Outdoor,39633,61566,7,2026-06-11,5,19.137229,73.653931,1,1,0,1,1,0,1,0,Medium
Major Concert,Night,55836,Outdoor,60146,105305,12,2026-09-10,6,19.020451,72.584237,0,1,1,1,1,0,1,1,Medium
Sports Match,Evening,10330,Outdoor,11564,13991,4,2026-06-03,6,18.710901,73.967296,0,1,0,1,0,0,1,0,Medium
Private Function,Morning,1341,Indoor,3041,9985,10,2026-08-27,6,18.977793,73.617573,0,1,0,0,0,0,1,0,Low
Sports Match,Night,51209,Indoor,56325,68445,11,2026-05-24,4,19.385195,73.255347,0,1,1,1,1,0,1,0,Medium
Sports Match,Evening,13755,Outdoor,15683,30280,4,2026-06-04,8,18.070506,73.757167,0,1,1,1,0,0,1,0,High
Major Concert,Evening,6305,Indoor,6935,6935,2,2026-05-12,5,18.61575,73.371172,1,1,0,0,0,0,0,1,High
Sports Match,Afternoon,3521,Outdoor,7751,29754,25,2026-07-08,5,19.063702,73.76204,0,1,0,1,0,0,1,0,Low
Private Function,Night,1184,Outdoor,2540,7111,8,2026-05-22,2,18.659125,73.597478,0,0,0,0,0,0,1,0,Low
Major Concert,Morning,10810,Indoor,11590,19472,4,2026-07-04,4,18.634228,72.700349,0,0,1,1,0,0,1,1,Medium
Sports Match,Evening,8344,Outdoor,15286,54947,50,2026-05-20,5,18.482401,72.622261,0,0,0,1,0,0,0,0,Low
Private Function,Night,1089,Indoor,1938,4114,6,2026-04-17,2,18.100903,73.402742,0,0,0,0,0,0,0,0,Low
Sports Match,Evening,7004,Outdoor,16623,38007,55,2026-08-31,4,18.397387,73.60612,0,0,0,1,0,0,0,0,Low
Political Rally,Night,2165826,Outdoor,1812999,866330,1,2026-06-25,38,19.312449,73.366276,0,1,1,1,1,0,1,0,High
Major Concert,Evening,9396,Indoor,10335,10335,2,2026-08-15,3,18.779831,73.275105,1,1,1,1,0,0,0,1,High
Political Rally,Night,16781,Outdoor,19438,24091,4,2026-05-25,7,18.999025,72.705763,1,1,1,1,0,0,1,0,High
Sports Match,Night,6267,Outdoor,16713,34469,55,2026-08-08,5,19.237473,73.09212,0,0,0,1,0,0,0,0,Low
Major Concert,Night,29447,Indoor,33549,40544,6,2026-05-23,4,18.527789,72.741143,0,1,0,1,0,0,1,1,Medium
Major Concert,Afternoon,17818,Indoor,19599,19599,2,2026-08-30,4,19.051646,72.892445,1,1,0,1,0,0,1,1,High
Sports Match,Afternoon,8989,Outdoor,26275,76355,87,2026-08-25,6,18.077049,73.763518,0,0,0,1,0,0,1,0,Low
Private Function,Evening,98,Outdoor,171,363,3,2026-05-20,3,19.188439,72.995288,0,0,0,0,0,0,1,0,Low
Sports Match,Night,8953,Outdoor,24702,73398,82,2026-08-14,2,19.063079,73.90998,0,0,0,1,0,0,0,0,Low
Sports Match,Night,5093,Outdoor,8133,24615,27,2026-07-10,5,18.932152,73.428602,0,0,0,1,0,0,1,0,Low
Political Rally,Night,576647,Outdoor,515395,230658,1,2026-09-02,15,19.022912,73.814604,0,1,1,1,1,0,1,0,High
Major Concert,Afternoon,17635,Indoor,19398,19398,2,2026-08-21,3,18.713296,73.474264,1,1,1,1,0,0,1,1,High
Major Concert,Morning,69419,Indoor,73692,106658,14,2026-04-03,7,18.424967,73.88827,0,0,1,1,1,0,1,1,High
Political Rally,Morning,30707,Outdoor,31639,45512,6,2026-06-03,4,18.015386,72.810852,1,0,0,1,1,0,1,0,Medium
Private Function,Afternoon,821,Outdoor,2234,7093,7,2026-05-22,5,18.653178,73.635881,0,0,0,0,0,0,1,0,Low
Major Concert,Morning,34010,Outdoor,40060,63273,8,2026-08-21,3,18.718044,73.780374,1,1,1,1,1,0,1,1,Medium
Sports Match,Evening,8760,Outdoor,24471,75106,81,2026-08-08,5,19.046335,72.601753,0,0,0,1,0,0,0,0,Low
Private Function,Evening,533,Outdoor,879,3401,3,2026-05-12,6,18.471248,73.383882,0,0,0,0,0,0,1,0,Low
Sports Match,Night,5007,Outdoor,14975,37843,49,2026-07-22,3,19.358482,73.931783,0,1,0,1,0,0,1,0,Low
Major Concert,Afternoon,6705,Indoor,7375,7375,2,2026-09-15,6,18.723964,73.236461,1,1,0,1,0,0,0,1,High
Mega Religious Gathering,Afternoon,1574670,Outdoor,1131744,629868,1,2026-08-05,36,18.350749,73.321568,0,1,0,1,0,1,1,0,High
Major Concert,Evening,27863,Indoor,32118,58872,6,2026-08-23,8,19.476097,72.902315,0,1,1,1,0,0,1,1,Medium
Sports Match,Afternoon,19397,Outdoor,21429,34173,4,2026-09-14,4,19.290263,72.539094,1,1,1,1,0,0,1,0,Medium
Protest/March,Afternoon,321358,Outdoor,321358,482037,0,2026-04-18,9,18.860683,72.590642,0,0,1,1,0,1,1,0,High
Private Function,Night,604,Outdoor,1733,6685,5,2026-08-06,3,18.902286,72.991555,0,0,0,0,0,0,0,0,Low
Private Function,Afternoon,1037,Indoor,2739,7710,9,2026-08-04,6,19.258261,72.541245,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Evening,1068227,Outdoor,685009,427290,2,2026-09-18,55,18.972632,72.777476,0,1,1,1,0,1,1,0,High
Major Concert,Morning,53625,Indoor,62282,92574,12,2026-07-27,8,18.863709,73.740051,0,1,0,1,1,0,1,1,Medium
Private Function,Afternoon,861,Outdoor,1599,3212,5,2026-05-28,6,19.117559,73.736187,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,7843,Indoor,8627,8627,2,2026-04-07,6,18.833814,72.939679,1,1,1,0,0,0,0,1,High
Sports Match,Morning,1606,Outdoor,2557,8637,8,2026-05-18,3,18.736362,73.228058,0,0,0,1,0,0,1,0,Low
Major Concert,Morning,62236,Indoor,63193,89729,12,2026-04-24,8,19.316092,73.932727,0,1,0,1,1,0,1,1,Medium
Major Concert,Morning,11049,Indoor,12153,12153,2,2026-04-15,6,18.802602,73.724399,1,1,1,1,0,0,1,1,High
Sports Match,Night,27246,Outdoor,30110,56429,6,2026-05-05,4,18.052722,73.737703,1,0,0,1,0,0,1,0,Medium
Protest/March,Morning,320316,Outdoor,320316,480474,0,2026-09-02,8,19.10817,73.257012,0,0,1,1,0,1,1,0,High
Political Rally,Morning,57437,Outdoor,68069,114729,13,2026-07-23,7,19.114692,73.406374,0,0,1,1,1,0,1,0,Medium
Sports Match,Night,8083,Outdoor,20324,64093,67,2026-07-01,3,18.105289,72.913229,0,0,0,1,0,0,1,0,Low
Major Concert,Morning,15654,Outdoor,17599,29030,4,2026-08-12,3,18.127074,72.629079,0,1,1,1,0,0,1,1,Medium
Private Function,Afternoon,267,Outdoor,504,1943,3,2026-09-02,3,19.385091,73.148604,0,0,0,0,0,0,0,0,Low
Major Concert,Night,19662,Indoor,21628,21628,2,2026-06-06,5,19.281925,72.609455,1,1,1,1,0,0,1,1,High
Private Function,Afternoon,557,Outdoor,1006,2295,3,2026-07-30,5,18.038157,72.782126,0,0,0,0,0,0,1,0,Low
Political Rally,Evening,13043,Indoor,15137,23654,4,2026-06-14,3,18.204086,73.355604,0,0,1,1,0,0,1,0,Medium
Sports Match,Evening,3566,Outdoor,5850,18225,19,2026-07-04,5,18.567083,72.648566,0,1,0,1,0,0,0,0,Medium
Major Concert,Morning,23786,Outdoor,27795,40275,5,2026-07-11,8,19.089684,72.546394,0,1,1,1,0,0,1,1,Medium
Political Rally,Afternoon,66757,Outdoor,73698,129884,14,2026-08-02,7,18.83766,72.991206,1,1,1,1,1,0,1,0,Medium
Protest/March,Night,490211,Outdoor,490211,735316,0,2026-06-12,10,19.398331,73.056755,0,0,1,1,0,1,1,0,High
Major Concert,Night,28109,Indoor,31677,59819,6,2026-05-29,3,18.943622,73.634763,0,1,1,1,0,0,1,1,Medium
Private Function,Afternoon,595,Outdoor,898,3067,3,2026-09-06,3,18.138082,73.738659,0,0,0,0,0,0,0,0,Low
Protest/March,Morning,225840,Outdoor,225840,338760,0,2026-08-26,5,19.385906,72.933884,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,6583,Outdoor,14772,38182,49,2026-06-28,4,19.218361,73.971434,0,0,0,1,0,0,1,0,Low
Major Concert,Night,14797,Indoor,16276,16276,2,2026-04-02,5,19.459699,73.410943,1,1,0,1,0,0,1,1,High
Major Concert,Afternoon,11408,Indoor,13566,24155,4,2026-09-03,5,18.52206,73.320514,0,1,0,1,0,0,1,1,Medium
Political Rally,Night,13349,Indoor,15417,22006,4,2026-09-17,8,19.278202,73.75428,0,0,1,1,0,0,1,0,Medium
Private Function,Night,958,Outdoor,1712,6031,5,2026-05-04,4,19.143596,72.538629,0,0,0,0,0,0,1,0,Low
Major Concert,Morning,13705,Indoor,16369,29663,4,2026-08-02,8,18.347575,73.719184,0,1,1,1,0,0,1,1,Medium
Private Function,Night,810,Outdoor,2054,4183,6,2026-07-16,4,19.279593,73.717779,0,0,0,0,0,0,0,0,Low
Major Concert,Night,15655,Indoor,17220,17220,2,2026-08-29,5,19.146076,73.150776,1,1,1,1,0,0,1,1,High
Sports Match,Night,42944,Indoor,44790,86282,8,2026-08-26,7,18.504045,73.912483,0,1,1,1,1,0,1,0,Medium
Sports Match,Night,72150,Indoor,79447,149680,15,2026-06-08,8,18.555636,73.108444,0,1,1,1,1,0,1,0,Medium
Private Function,Night,963,Indoor,2423,8704,8,2026-06-26,3,19.444569,73.747518,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,716008,Outdoor,439412,286403,2,2026-05-06,61,19.105113,73.28759,0,1,1,1,1,0,1,0,High
Protest/March,Afternoon,370238,Outdoor,370238,555357,0,2026-05-18,7,19.461052,73.097177,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,36223,Indoor,36986,46401,7,2026-08-05,4,18.141174,72.537968,0,1,0,1,1,0,1,0,Medium
Major Concert,Morning,7741,Indoor,8515,8515,2,2026-05-25,4,19.274866,73.890125,1,1,1,1,0,0,0,1,High
Major Concert,Evening,9638,Indoor,10601,10601,2,2026-08-25,6,19.323222,73.793319,1,1,1,1,0,0,0,1,High
Private Function,Morning,1386,Indoor,3199,9069,10,2026-06-25,2,19.285879,73.951688,0,0,0,0,0,0,0,0,Low
Major Concert,Afternoon,39167,Outdoor,41248,54032,8,2026-04-23,8,19.347648,72.809082,1,1,1,1,1,0,1,1,Medium
Mega Religious Gathering,Evening,1030440,Outdoor,735479,412176,1,2026-09-16,23,19.40342,72.668625,0,1,0,1,0,1,1,0,High
Private Function,Afternoon,104,Outdoor,160,463,3,2026-04-10,5,19.369664,73.323766,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,22598,Outdoor,26611,40612,5,2026-08-04,8,18.511166,73.79066,0,1,1,1,0,0,1,0,Medium
Mega Religious Gathering,Evening,1578249,Outdoor,1227851,631299,3,2026-05-27,36,18.215596,73.305507,0,1,0,1,0,1,1,0,High
Sports Match,Evening,63486,Outdoor,72452,132551,14,2026-04-07,3,18.694935,73.575281,0,0,0,1,1,0,1,0,Medium
Major Concert,Afternoon,19025,Indoor,20927,20927,2,2026-06-27,6,18.552763,72.531378,1,1,1,1,0,0,1,1,High
Private Function,Night,1034,Outdoor,1872,7163,6,2026-04-09,3,18.549283,72.935906,0,0,0,0,0,0,1,0,Low
Protest/March,Afternoon,259215,Outdoor,259215,388822,0,2026-09-14,9,18.502287,73.894505,0,0,1,1,0,1,1,0,High
Sports Match,Evening,1829,Outdoor,4397,10088,14,2026-06-05,3,18.873301,73.574491,0,0,0,1,0,0,0,0,Low
Sports Match,Afternoon,1453,Outdoor,2949,7821,9,2026-05-12,5,18.951582,73.006428,0,0,0,1,0,0,0,0,Low
Sports Match,Afternoon,32759,Indoor,36396,69109,7,2026-09-26,5,19.247386,73.837841,0,1,0,1,1,0,1,0,Medium
Sports Match,Morning,7380,Outdoor,16723,36557,55,2026-08-19,4,18.632144,73.907036,0,0,0,1,0,0,0,0,Low
Protest/March,Evening,325754,Outdoor,325754,488631,0,2026-05-12,7,19.117738,73.415566,0,0,1,1,0,1,1,0,High
Sports Match,Night,3199,Outdoor,6736,22925,22,2026-07-04,5,18.47407,73.244306,0,0,0,1,0,0,1,0,Low
Political Rally,Night,17290,Indoor,18286,35124,4,2026-04-26,4,18.287183,73.388177,0,0,1,1,0,0,1,0,Medium
Sports Match,Afternoon,11218,Indoor,12839,23905,4,2026-05-26,4,19.418186,72.772384,0,1,1,1,0,0,1,0,Medium
Major Concert,Afternoon,8840,Indoor,9724,9724,2,2026-04-09,6,18.987677,73.863153,1,1,1,1,0,0,0,1,High
Major Concert,Night,5722,Indoor,6294,6294,2,2026-05-12,5,18.14067,73.234134,1,1,1,1,0,0,0,1,High
Sports Match,Morning,51883,Outdoor,59062,97739,11,2026-09-04,3,19.168277,73.061809,1,1,1,1,1,0,1,0,Medium
Mega Religious Gathering,Morning,604193,Outdoor,395383,241677,2,2026-07-25,34,18.982091,72.528118,0,1,1,0,0,1,1,0,High
Major Concert,Morning,19134,Indoor,21047,21047,2,2026-09-01,5,19.443884,73.117147,1,1,1,1,0,0,1,1,High
Private Function,Evening,94,Indoor,197,653,3,2026-07-27,5,18.601406,73.575229,0,0,0,0,0,0,0,0,Low
Major Concert,Morning,17714,Outdoor,21107,32572,4,2026-07-08,8,18.557232,73.544012,1,1,1,1,0,0,1,1,Medium
Mega Religious Gathering,Evening,2291458,Outdoor,1944969,916583,2,2026-04-12,38,19.479272,73.95448,0,1,1,1,0,1,1,0,High
Sports Match,Night,3847,Outdoor,9738,34524,32,2026-06-14,3,19.042517,72.639026,0,0,0,1,0,0,0,0,Low
Private Function,Morning,1500,Indoor,3881,7787,12,2026-06-17,2,18.684108,72.777577,0,0,0,0,0,0,0,0,Low
Mega Religious Gathering,Afternoon,1234934,Outdoor,1110703,493973,1,2026-07-26,18,19.042442,73.937065,0,1,1,1,0,1,1,0,High
Sports Match,Morning,1655,Outdoor,2793,10537,9,2026-07-24,3,18.968282,73.262864,0,0,0,1,0,0,0,0,Low
Major Concert,Night,10186,Indoor,11204,11204,2,2026-09-26,3,18.090283,73.200054,1,1,1,1,0,0,1,1,High
Major Concert,Evening,19002,Outdoor,22372,39660,4,2026-08-10,7,19.009089,72.65239,0,1,1,1,0,0,1,1,Medium
Protest/March,Evening,206248,Outdoor,206248,309372,0,2026-09-06,6,18.138434,73.339844,0,0,1,1,0,1,1,0,High
Major Concert,Night,12295,Indoor,13524,13524,2,2026-08-18,5,19.070541,73.072554,1,1,0,1,0,0,1,1,High
Sports Match,Evening,15811,Outdoor,15981,30821,4,2026-04-04,5,19.454345,73.753869,0,1,0,1,0,0,1,0,Medium
Major Concert,Evening,6266,Indoor,6892,6892,2,2026-07-04,4,18.097149,73.7952,1,1,0,1,0,0,0,1,High
Major Concert,Evening,63127,Outdoor,65474,119307,13,2026-04-01,3,19.186894,72.629685,0,1,0,1,1,0,1,1,Medium
Major Concert,Afternoon,17542,Indoor,19296,19296,2,2026-06-11,4,18.426553,73.670025,1,1,0,1,0,0,1,1,Medium
Major Concert,Morning,45152,Outdoor,48338,84113,9,2026-06-03,6,18.26518,73.696412,0,0,0,1,1,0,1,1,Low
Sports Match,Morning,1425,Outdoor,3813,12389,12,2026-05-05,5,18.666136,72.548803,0,0,0,1,0,0,1,0,Medium
Sports Match,Afternoon,63922,Indoor,74738,98308,14,2026-06-29,5,18.214753,73.969195,0,0,0,1,1,0,1,0,Medium
Protest/March,Morning,357056,Outdoor,357056,535584,0,2026-06-10,6,19.101617,73.611673,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,2769,Outdoor,6780,24511,22,2026-05-23,2,19.352589,72.913288,0,0,0,1,0,0,0,0,Low
